(欢喜,142,3.8286413964890924,498.51964912280704)
(贫僧,139,4.077537443905717,154.63842880663717)
(多少,139,3.7841896339182655,258.91269900938346)
(空中,139,3.0910424533583143,59.23110200364299)
(八戒沙僧,139,4.204692619390968,53.07248616676207)
(变做,136,3.583518938456111,97.61678880452057)
(叫做,136,4.025351690735147,59.736748973416894)
(门外,134,3.912023005428145,76.81435753469785)
(不题,132,4.4426512564903184,54.44254965627458)
(兵器,131,3.931825632724322,956.5691629708641)
(手段,130,3.6888794541139402,344.16753170096274)
(十分,130,3.269098464376104,91.63191264529763)
(怪物,129,3.583518938456111,99.81082950028328)
(娘娘,123,3.912023005428145,577.1102453805156)
(衣服,122,3.7612001156935655,832.9929003556385)
(多时,122,3.610917912644226,54.02044908324653)
(近前,120,4.0604430105464155,109.85092063938912)
(仔细,120,2.9665071685306974,1810.4775989560678)
(猪八戒,120,4.110873864173309,108.62619897244605)
(变化,119,4.0604430105464155,153.36986457463752)
(师徒们,114,4.232480259511251,202.7365463494668)
(袈裟,114,3.713572066704311,4259.7388681413395)
(四众,113,3.713572066704311,68.98077906840315)
(西方,111,3.8918202981106305,73.36349847560975)
(左右,110,4.290459441148392,1297.7655328798185)
(所以,110,3.606831466879149,556.0771472988729)
(关文,109,3.178053830347946,610.9801120448178)
(晓得,109,3.4965075614664793,88.67383527116026)
(打死,109,3.3139463446166784,78.91567844370539)
(吩咐,109,3.5221827293932506,4143.130771478667)
(言语,108,3.8501476017100575,153.68994453136114)
(钉钯,105,3.5553480614894135,1084.6393471916138)
(拜佛,104,3.4339872044851467,119.35218214142341)
(拿住,101,3.9889840465642794,52.484854477537404)
(陛下,99,3.4657359027997248,189.5416188289323)
(忽见,99,2.379007105232445,51.0325376514753)
(孙悟空,99,3.5553480614894135,121.57362632175227)
(奈何,98,3.583518938456111,250.82658402203862)
(毫毛,97,3.2958368660043296,1222.24557409605)
(递与,97,2.3076949905678767,179.4523453945497)
(玉帝,97,3.7841896339182655,478.78474119611406)
(降妖,97,3.645874677617098,59.46896446078432)
(故此,97,3.8773854588104744,88.09109728680548)
(金箍棒,96,3.583518938456111,439.4771407454334)
(妖邪,96,3.912023005428145,117.10185918927156)
(半空,95,2.995732273553991,131.40840764195738)
(只听得,95,3.0060781631180364,91.42547185865327)
(方才,94,3.998161435512429,64.32407933501683)
(安排,93,2.8707645498690275,666.8402861041056)
(观音,91,2.410946714991113,371.5162115505336)
(扯住,90,3.5553480614894135,157.99757060431216)
(放心,90,3.4965075614664793,50.30698324022347)
(叩头,90,2.1327605555690634,211.8370836839391)
(抬头,88,2.87210526675317,92.23739685404848)
(特来,88,3.206576233957498,56.20225618363715)
(筋斗,87,2.9444389791664403,719.2894009216591)
(明日,87,3.669114671635386,66.11322457814641)
(忍不住,86,3.7612001156935655,428.8345409239026)
(收拾,85,3.026971342974933,943.93524151032)
(许多,84,3.0445224377234217,266.720518500888)
(沙和尚,84,4.043051267834554,54.67486338797815)
(径至,83,3.931825632724322,146.30818279147297)
(白马,81,3.6635616461296423,87.56402872316552)
(葫芦,81,3.583518938456111,5281.098496240602)
(本事,81,3.2580965380214835,104.97083504576872)
(汝等,80,3.8286413964890924,227.08013268156427)
(造化,80,3.4965075614664793,531.2903514034439)
(战兢兢,80,3.5553480614894135,1099.9704016913322)
(罗刹,79,2.8044930822700014,1623.5175573725166)
(未曾,78,3.991621942571054,183.8216605517054)
(只管,78,3.9512437185814298,62.21150709459045)
(小的们,77,3.2188758248681983,249.45529832251958)
(孩儿,76,3.583518938456111,184.69506567270147)
(东西,76,3.610917912644226,82.85503310703211)
(揭谛,75,3.367295829986472,3144.355358581789)
(求经,75,2.772588722239781,155.25364048698972)
(可怜,75,3.2051319313442743,434.1505340453939)
(金光,74,3.7376696182833657,54.00579597928485)
(耍子,73,3.598906784501404,91.03474244570518)
(佛祖,72,3.713572066704311,345.0363083724786)
(妇人,72,3.0910424533583143,111.05851380797792)
(南无,72,2.0794415416798357,69.32524983344436)
(雷音,71,3.0910424533583143,577.282481637756)
(方便,70,3.5553480614894135,54.6650156099904)
(御弟,70,3.401197381662154,199.8026113671275)
(牛王,70,3.713572066704311,66.20425510256018)
(皇帝,70,3.2188758248681983,806.8236597252991)
(用手,70,2.1725225171232543,61.25994926965801)
(受用,70,3.7612001156935655,271.3881623559043)
(礼拜,68,3.2958368660043296,115.13224469075217)
(多官,68,3.610917912644226,72.5991389747315)
(磕头,68,3.3304516065819287,192.06562254010475)
(悟能,67,3.2958368660043296,124.80902971715)
(这厮,67,2.9444389791664403,59.60787472127603)
(悟净,67,3.2580965380214835,272.12460577673687)
(保护,67,2.3729284058108067,626.2874955084441)
(更无,66,2.87975570978339,62.84981440944132)
(耳朵,66,3.401197381662154,1523.9371588337108)
(跪下,66,2.724046140298241,88.79427188382414)
(广大,65,2.3978952727983707,66.56901360765161)
(唤做,65,3.6635616461296423,145.16908482142856)
(灵山,65,3.4657359027997248,58.56580528742081)
(咒语,65,2.5649493574615376,594.5603023909986)
(唐朝,65,3.401197381662154,54.343289721908874)
(列位,64,3.1354942159291497,820.3977530304522)
(马匹,64,2.9444389791664403,315.7913584461894)
(驸马,63,3.2958368660043296,490.57139008620686)
(群妖,63,3.583518938456111,98.2230619400078)
(法力,62,3.4339872044851467,143.32374516259458)
(东土大唐,62,2.309175163413351,347.07005368882)
(在旁,62,3.2958368660043296,55.38140832496372)
(出家人,61,3.2580965380214835,126.57512163994576)
(合掌,61,3.367295829986472,777.287991966888)
(当年,61,3.5553480614894135,62.12053998719909)
(心惊,61,3.095072908527118,59.98383292383293)
(包袱,60,3.332204510175204,3411.7114754098357)
(金刚,60,3.401197381662154,244.97881156417745)
(须臾,60,2.4549946708168915,1411.9023066485752)
(洞口,59,3.367295829986472,51.17126449236104)
(昨日,59,3.367295829986472,298.4045299893068)
(雷公,59,3.332204510175204,225.6492597656537)
(齐天大圣,59,3.610917912644226,348.7488525335151)
(答应,58,3.178053830347946,858.4600591715977)
(路旁,58,2.833213344056216,159.86749311294764)
(好歹,58,2.772588722239781,213.4612359232641)
(七十,57,3.0048486235987677,82.83420479302832)
(门首,56,3.367295829986472,123.48385674931129)
(文武,56,3.2958368660043296,603.4800331400165)
(三藏闻言,56,3.486667075254594,65.05375595030767)
(即命,55,3.5263605246161633,55.09848735741957)
(驾云,55,2.9185144444629283,93.18777761857)
(胡说,55,3.0445224377234217,109.43001476110716)
(躬身,55,3.2580965380214835,237.06572886635513)
(闹天宫,55,2.6390573296152584,927.095509622238)
(祥光,54,3.2958368660043296,335.12785829307575)
(十六,54,2.9444389791664403,69.46923818707812)
(且莫,54,3.0806541358219777,50.38330517866557)
(了一遍,54,2.5649493574615376,60.50358342665174)
(西天取经,54,2.3978952727983707,578.5240919199407)
(莫想,53,2.8771244145686383,83.95797710388503)
(父母,53,3.637586159726386,65.28673437980916)
(干净,52,3.2188758248681983,350.8880473127204)
(箍儿,52,2.0794415416798357,67.31876225453603)
(保唐僧,51,2.6472034371424535,112.80560657075809)
(且休,51,3.178053830347946,148.3630660501317)
(在空中,51,3.178053830347946,63.909039892291055)
(吆喝,51,3.367295829986472,1472.6709956709956)
(神通广大,50,3.178053830347946,128.9317433884461)
(烦恼,50,3.401197381662154,1625.0812093953023)
(祥云,50,3.2958368660043296,193.2783535792563)
(方丈,50,3.178053830347946,131.54480177993526)
(嘴脸,49,3.1354942159291497,353.7003523960155)
(便罢,49,2.5958676007001626,51.95882671840671)
(猢狲,48,2.70805020110221,10193.358367346938)
(宝杖,48,3.2188758248681983,200.68891031822562)
(兄弟们,48,3.2958368660043296,71.95899209059083)
(既如此,47,2.5649493574615376,279.14888127853885)
(罗汉,47,3.2188758248681983,616.3904517039725)
(那里来的,47,2.1972245773362196,69.14901282116539)
(金星,47,2.6965937994580877,53.11947048754421)
(山坡,47,2.9444389791664403,132.97140837411638)
(孽畜,47,2.3025850929940455,3562.564393939394)
(半空中,47,2.70805020110221,175.82285015818238)
(直至,47,3.4965075614664793,126.08701615439747)
(惊动,46,3.2173009063760576,140.00910260910263)
(哪吒,46,2.639231866746156,8880.577365491652)
(其实,46,2.4050701454626187,423.8057090239411)
(先生,46,2.995732273553991,51.990398359466305)
(员外,45,2.995732273553991,431.66912496773483)
(将起来,45,3.2188758248681983,64.86062630896579)
(南海,45,3.0910424533583143,157.47154963680387)
(寡人,45,3.367295829986472,110.47193715054144)
(徒弟啊,45,2.4849066497880012,137.6126745662294)
(主公,45,2.833213344056216,85.87152026407485)
(万望,44,3.2967071293826797,103.28164871059137)
(佛南无,44,3.178053830347946,324.50116943314384)
(伏侍,44,2.299197017763,796.8735728209411)
(各各,44,3.583518938456111,116.6507039526316)
(金睛,44,2.9444389791664403,186.36705851704713)
(天晚,44,3.0910424533583143,55.42622776179823)
(旨意,44,3.0445224377234217,245.90562328803907)
(明白,44,2.995732273553991,82.90239335986587)
(樵子,44,3.1354942159291497,125.53649414887201)
(化斋,44,3.178053830347946,118.23948928785407)
(迎接,44,3.0445224377234217,265.50129894228985)
(天尊,44,3.2580965380214835,56.27893895813359)
(观音菩萨,43,3.2580965380214835,394.62187571657876)
(直裰,43,2.6390573296152584,1673.9467265245041)
(传旨,43,3.0445224377234217,382.56323529411765)
(旁边,43,2.772588722239781,172.78574297188752)
(慈悲,43,3.1354942159291497,1973.5619266055046)
(母亲,43,2.772588722239781,321.91283202394305)
(腰间,42,3.2188758248681983,204.83700787401574)
(利害,42,3.1354942159291497,639.1159076950075)
(相貌,42,3.2958368660043296,294.69612007929766)
(公公,42,2.890371757896165,66.32353191127731)
(在马上,42,2.9444389791664403,119.92959655776122)
(赌斗,42,3.0445224377234217,549.2111189303307)
(日月,42,3.332204510175204,55.90093782136882)
(木叉,42,3.2188758248681983,719.2894009216591)
(钵盂,42,2.772588722239781,5460.272863568216)
(忽然,42,3.1500509377292802,84.78250343366622)
(驿丞,42,3.0685377717971356,5224.00478125747)
(六十,41,2.890371757896165,52.74516232722598)
(害怕,41,3.2580965380214835,215.64841941386385)
(没奈何,41,2.353069721904404,421.0264477164173)
(海龙,41,2.3978952727983707,74.96468545844945)
(名字,41,2.772588722239781,170.6975065616798)
(清风,41,2.5755845345132307,71.23397448741068)
(先锋,41,2.921052068570984,760.9776683789954)
(随后,41,3.0685377717971356,81.3715935792975)
(皈依,41,3.4339872044851467,1154.3141774891774)
(星官,41,3.1354942159291497,92.67652297826862)
(筋斗云,41,2.5649493574615376,245.93004300257093)
(花果山,40,3.05093167713403,235.76490846474536)
(狂风,40,3.0445224377234217,303.43568658326774)
(乾坤,40,3.4339872044851467,9249.52888888889)
(全无,40,3.326675104344987,74.54327939080041)
(施主,40,2.5649493574615376,200.9796233703525)
(功曹,40,2.70805020110221,1295.9362351329473)
(十卷,40,2.1972245773362196,97.58488265772631)
(快早,40,2.921052068570984,95.72042921731772)
(抽身,40,2.70805020110221,283.97178217146285)
(倒换关文,40,3.137426295872537,809.9097135740972)
(拜佛求经,40,2.3978952727983707,555.1493811352967)
(圈子,40,2.833213344056216,132.14367805144423)
(慌忙,40,2.921052068570984,231.60879629629633)
(依言,40,2.70805020110221,64.24077046548956)
(连忙,40,3.1354942159291497,245.78892668178383)
(一只手,40,2.8705675929715113,57.644787537843214)
(莫念,39,2.4849066497880012,57.41208725914608)
(妈妈,39,2.70805020110221,3017.7207019631173)
(肚里,39,2.6390573296152584,64.3183529859262)
(郡侯,39,2.995732273553991,5804.105835240274)
(即忙,39,3.2580965380214835,85.19394901249495)
(挑担,39,2.6390573296152584,782.6565609812543)
(真假,39,2.9444389791664403,74.04044443633576)
(光明,39,3.401197381662154,54.549192293113315)
(按落云头,39,3.2580965380214835,249.16076033301403)
(牵马,39,2.001026601620422,147.24220654824103)
(呼呼,38,2.772588722239781,361.0721747388414)
(拜谢,38,2.7748929524725856,77.97559474979492)
(时节,38,2.4849066497880012,128.69647971671097)
(相迎,38,2.5649493574615376,89.99807903277936)
(进城,38,3.2958368660043296,67.15465612347492)
(计较,37,3.0910424533583143,2128.311995577667)
(元帅,37,2.5649493574615376,1029.9936864633494)
(花园,37,2.833213344056216,252.34089240771814)
(启奏,37,2.364849620096863,1255.7457273320288)
(件宝贝,37,2.3025850929940455,356.69042060403933)
(宝剑,37,2.9444389791664403,215.56237122637282)
(还未,37,2.9156789464033026,53.274061159540615)
(忽听得,37,3.2173009063760576,136.95633181559475)
(宝殿,37,2.772588722239781,65.41942609357584)
(在地下,37,3.0910424533583143,84.68084863041116)
(找寻,37,3.05093167713403,414.3117682506887)
(依然,37,2.9156789464033026,88.82697489848653)
(打破,37,2.980440578581667,56.71310224547634)
(将进去,36,2.833213344056216,59.0730627306273)
(底下,36,2.70805020110221,56.441885062874604)
(千万,36,3.2958368660043296,58.987113109859784)
(可以,36,3.332204510175204,53.73005163511187)
(买卖,36,2.9444389791664403,1729.6422569027611)
(记得,36,2.833213344056216,72.02962666707685)
(名唤,36,3.0445224377234217,141.81023622047243)
(尽皆,36,3.0253753567342354,223.3999188950645)
(往那里去,35,2.5429245729164722,101.74269894569815)
(奶奶,35,2.5649493574615376,3417.153312066054)
(芭蕉扇,35,2.9444389791664403,1079.8155834914612)
(远近,35,2.0794415416798357,164.40962441314554)
(手脚,35,2.5649493574615376,52.43066832509876)
(诸天,35,3.0910424533583143,61.476273749881834)
(明月,34,2.304409441195378,86.35115055306602)
(称谢,34,2.1733413302713895,233.3490396791895)
(渐渐,34,2.3965858188431923,1841.9121199500207)
(万岁,34,2.6390573296152584,201.05614657210398)
(国丈,34,2.995732273553991,93.03623683850675)
(暗喜,34,2.093259175449132,101.75279838941616)
(声音,34,2.9444389791664403,60.946508182601214)
(幌一幌,33,2.890371757896165,2081.1440000000002)
(假若,33,2.4867712747024293,68.47233499501496)
(婆婆,33,2.6390573296152584,623.0743939613878)
(女婿,33,2.4849066497880012,729.6208567057623)
(现了本相,33,2.933588151090412,467.4627133872417)
(容易,33,3.0445224377234217,1327.362814070352)
(安歇,33,2.9444389791664403,452.95971507716666)
(切莫,33,3.137426295872537,205.52847805788983)
(交战,33,2.4849066497880012,282.76413043478266)
(城池,33,2.833213344056216,427.2598730869728)
(睡觉,33,3.0445224377234217,354.19160391954614)
(左手,33,2.995732273553991,61.73836030204963)
(五百年前,33,2.222956109799999,233.13469842218183)
(倒在地,32,3.1354942159291497,327.6876082506692)
(心猿,32,3.1354942159291497,145.53454545454545)
(雷音寺,32,2.3978952727983707,852.7094494238156)
(牛魔王,32,2.9444389791664403,195.96459510357812)
(供养,32,3.2188758248681983,861.8911839312522)
(杀我也,32,2.6390573296152584,143.08558070781552)
(二则,32,2.724046140298241,108.76680255043378)
(金银,32,3.178053830347946,80.5708091366628)
(相持,32,3.0910424533583143,137.28428777571636)
(断然,32,2.2190609433733264,127.28125621148875)
(太宗,32,2.6154974605339607,630.8647645030503)
(看守,32,2.016428161628931,88.43513364211957)
(李天王,31,3.0445224377234217,244.95574387947266)
(行囊,31,2.772588722239781,62.69042047901492)
(战战兢兢,31,2.001026601620422,458.2064204545455)
(天竺国,31,2.6013345821065483,241.62371164908916)
(铃儿,31,2.70805020110221,91.36511227426188)
(霎时,31,2.00685945203982,342.75896803808234)
(荡荡,31,2.6390573296152584,1032.247424)
(晦气,31,2.995732273553991,713.9509539197026)
(寿星,31,2.604984585699122,251.38506857855361)
(借宿,31,2.995732273553991,667.585513245033)
(二位,31,2.890371757896165,51.962222451320244)
(辛苦,31,2.890371757896165,995.609012345679)
(鼻子,31,2.890371757896165,64.14776898815988)
(阴阳,31,2.4590373535458423,434.7403234501348)
(虽然,31,3.178053830347946,105.24408164330644)
(披挂,31,2.833213344056216,1192.6106181603077)
(洞府,30,2.9444389791664403,95.7464114832536)
(逃生,30,3.0910424533583143,157.99117355304975)
(等候,30,2.2833918282925674,100.92450341402855)
(水帘洞,30,2.9444389791664403,474.2519445794847)
(径转,30,2.995732273553991,81.06163529851675)
(莫怕,30,2.6758126027197604,57.68009578501586)
(君臣,30,2.995732273553991,379.4015556635877)
(闻言即,30,2.9444389791664403,54.23487470291456)
(武艺,30,2.833213344056216,3140.5593561368205)
(欢欢,30,2.0794415416798357,230.89615384615385)
(长短,30,2.6390573296152584,127.20929095354525)
(向西,30,2.364849620096863,60.23687866625501)
(停当,30,2.9444389791664403,155.4314336642734)
(问讯,30,2.3978952727983707,457.5685975609757)
(皇后,30,2.890371757896165,106.52866502866502)
(必然,30,3.0910424533583143,64.63501291989664)
(声响,30,2.5649493574615376,73.33136011275546)
(松林,30,2.6390573296152584,297.69186756179425)
(净瓶,29,2.995732273553991,650.918636755824)
(满心欢喜,29,2.538797063533322,882.3563742690059)
(低头,29,2.8530783557657045,66.50839493438771)
(急急,29,2.995732273553991,60.83891388848567)
(人参果,29,2.833213344056216,168.49016192071468)
(巡山,29,2.890371757896165,105.18742069965562)
(古人云,29,2.833213344056216,388.0434637245068)
(禅堂,29,2.9444389791664403,527.5996223512134)
(粗细,29,2.1972245773362196,540.2181883279627)
(打扮,29,2.4849066497880012,266.70485920845636)
(阎王,29,2.833213344056216,147.99409526051474)
(欣然,29,2.9444389791664403,475.4614608936787)
(尘埃,29,2.3025850929940455,3638.363636363636)
(成功,29,3.1354942159291497,110.90501076833739)
(天蓬,29,2.833213344056216,74.56827549396566)
(这猴子,29,2.4849066497880012,56.29183284397304)
(径入,29,2.5755845345132307,66.89615514214269)
(十余,28,2.0794415416798357,109.8643137254902)
(纷纷,28,3.0445224377234217,2973.0628571428574)
(猪羊,28,2.995732273553991,491.9962174940898)
(怠慢,28,2.7382469285332096,2938.2831787010896)
(世间,28,2.772588722239781,113.57299446480081)
(冷笑,28,2.4849066497880012,126.85482410309997)
(变作一个,28,2.890371757896165,55.96622358816751)
(祸事,28,2.2937599844196934,197.03804693311693)
(百余,28,2.1972245773362196,261.07541218637994)
(文牒,28,2.3025850929940455,874.4302521008402)
(英雄,28,2.833213344056216,2082.333905088622)
(院主,28,2.4849066497880012,204.4632701754386)
(恐怕,28,2.9444389791664403,138.26624399688694)
(早已,28,2.8530783557657045,72.66165563541506)
(弼马温,28,2.5649493574615376,6411.975352112676)
(昼夜,27,2.890371757896165,939.0188502673797)
(钦差,27,2.3978952727983707,819.0136427238808)
(苍蝇,27,2.70805020110221,6210.310344827587)
(夫妻,27,3.0445224377234217,1103.6865179132622)
(瑞气,27,2.995732273553991,392.23012704174226)
(玉皇,27,2.256708500918508,175.7722972972973)
(官员,27,2.772588722239781,260.3551412261843)
(滚滚,27,2.6390573296152584,448.39356506750937)
(右手,27,2.9444389791664403,57.98709629482861)
(急忙,27,2.218070977791825,97.94540662650603)
(楼台,27,2.890371757896165,362.0360290706665)
(报道大王,27,2.772588722239781,213.34855112083105)
(伽蓝,27,2.4849066497880012,2843.0928961748637)
(吊在,27,2.6390573296152584,50.569392096936184)
(五六,27,2.5649493574615376,58.86772100975562)
(谢恩,27,3.1354942159291497,189.91620700843612)
(入里面,27,2.890371757896165,219.93552730460922)
(威风,27,2.9444389791664403,102.40954422185285)
(十数,27,2.4849066497880012,56.75388655462185)
(焚香,27,2.7972170302081194,1000.9064481653011)
(架住,27,2.70805020110221,80.60895162678602)
(疼痛,27,2.7382469285332096,964.8160714285715)
(十分欢喜,27,2.218070977791825,438.3748478701826)
(入朝,26,2.364849620096863,58.67768437307515)
(爬起来,26,2.890371757896165,83.02606027128215)
(盘缠,26,2.772588722239781,666.376157635468)
(油锅,26,2.3025850929940455,1160.5555936856554)
(既然,26,2.4849066497880012,52.327267944730686)
(金丹,26,2.6094952679903822,58.62428276734793)
(虫儿,26,2.5649493574615376,52.57742745427267)
(刺史,26,2.772588722239781,6611.650048875855)
(中华,26,2.1379343692912176,55.3296521710677)
(惫懒,26,2.70805020110221,8042.470868014268)
(似这般,26,3.0445224377234217,142.99615221987312)
(云雾,26,2.995732273553991,69.2252062309377)
(强盗,26,2.772588722239781,1225.3112318840579)
(消息,26,2.772588722239781,613.7675136116153)
(奉旨,26,2.7972170302081194,267.73747649678376)
(说得有理,25,2.381738689071427,210.97009115385862)
(二郎,25,2.70805020110221,133.00288355351955)
(烟火,25,2.6640162192458265,102.24541131155917)
(无奈,25,2.2935536594740795,52.51912866170028)
(在手中,25,2.1972245773362196,85.38404983687481)
(斋饭,25,2.1972245773362196,129.43468136767106)
(灯火,25,2.2935536594740795,72.71764166554854)
(称为,25,2.772588722239781,76.90804488960893)
(泼魔,25,2.3978952727983707,70.27321252984969)
(钯筑,25,2.0794415416798357,316.49877119984427)
(翻身,25,2.890371757896165,53.5597666077833)
(驮着,25,2.4645233086575833,50.197011446345726)
(丑陋,25,2.6390573296152584,4168.958333333333)
(自己,25,2.833213344056216,440.08492353498445)
(展开,25,2.4645233086575833,174.27447880379438)
(拦住,25,2.218070977791825,213.05733005733003)
(说了一遍,25,2.2937599844196934,113.29875265670184)
(不打紧,25,2.3025850929940455,56.177657038214356)
(即变做,25,2.3025850929940455,115.64789458709723)
(勾当,25,2.1972245773362196,432.80704089441986)
(饶命,25,2.1972245773362196,115.70962174856776)
(筵宴,25,2.4849066497880012,1802.7927927927926)
(努力,25,2.995732273553991,932.4790307548927)
(在何处,25,2.5429245729164722,72.5764423613436)
(蟠桃,25,2.538797063533322,3444.690148305085)
(石崖,25,2.3025850929940455,201.9492920134145)
(无踪,24,2.70805020110221,141.00050813581905)
(之类,24,2.906135054190541,103.95324675324676)
(念念,24,2.833213344056216,50.961591674318946)
(火焰山,24,2.6758126027197604,147.60933399531882)
(山神土地,24,2.772588722239781,251.48256902906166)
(悄悄的,24,2.2935536594740795,73.88064894032446)
(三年前,24,2.772588722239781,54.9288429054054)
(思量,24,2.3894560597960672,743.2657142857142)
(森森,24,2.5649493574615376,2866.5895316804404)
(莲台,24,2.4849066497880012,815.4952978056426)
(齐整,24,2.6390573296152584,179.1181558676287)
(浑身,24,2.334811555570341,108.61920668058454)
(自幼,24,2.222956109799999,214.2159853150572)
(阴风,24,2.9444389791664403,60.97339739833587)
(仙童,24,2.70805020110221,72.60226757369615)
(使铁棒,24,2.772588722239781,117.74506364922205)
(轻轻的,24,2.772588722239781,54.6074361732833)
(罗刹女,24,2.9444389791664403,248.52448053498924)
(更不曾,24,3.1354942159291497,100.30576441102758)
(黄袍,24,2.4849066497880012,760.6983856229058)
(急回头,24,2.995732273553991,195.14688921187113)
(风吹,24,2.9444389791664403,93.6692771626609)
(正欲,24,2.334811555570341,52.593099265449155)
(两班,24,2.1299199855325717,130.04169877736354)
(发怒,24,2.833213344056216,184.4168365086398)
(老鼋,23,2.6390573296152584,79.46568119637688)
(吓得,23,2.1733413302713895,66.77256241141875)
(报仇,23,2.8530783557657045,472.5016978599068)
(闻得此言,23,2.833213344056216,430.9485018726592)
(侍立,23,2.772588722239781,364.2683023347843)
(身体,23,2.772588722239781,66.61978009742519)
(年纪,23,2.5649493574615376,490.534043861447)
(荆棘,23,2.9444389791664403,10858.963702359344)
(挡住,23,2.772588722239781,207.3211711711712)
(火烧,23,2.70805020110221,76.83590810442912)
(提着,23,2.1379343692912176,58.49625067214156)
(个大字,23,2.0794415416798357,76.62042515046741)
(金銮殿,23,2.4849066497880012,416.95393728223)
(枪刀,23,2.772588722239781,259.7759253229133)
(捉住,23,2.5349803604713506,52.333499518936414)
(阶前,23,2.1972245773362196,120.55547943825432)
(解数,23,2.3978952727983707,118.45282309154258)
(按下云头,23,2.2935536594740795,220.4114418330509)
(悚惧,23,2.833213344056216,4168.0870776732845)
(恕罪,23,2.4849066497880012,1417.8409952606635)
(难禁,23,2.3978952727983707,266.4034818228367)
(临凡,23,2.5649493574615376,829.1697616407982)
(须臾间,23,2.779781356182256,314.0834120734908)
(躲过,23,2.0794415416798357,147.00955773955775)
(流沙河,23,2.70805020110221,1545.2709194214876)
(腾云,23,2.1733413302713895,96.79504642961142)
(长枪,23,2.70805020110221,52.717363818586314)
(吃酒,23,2.995732273553991,50.99756232686981)
(时候,23,2.3978952727983707,80.05899432669663)
(里远近,23,2.0794415416798357,130.05029614736728)
(护持,23,2.408231342447784,297.3062857142857)
(朱紫国,23,2.6758126027197604,498.6489707475623)
(变做一个,22,2.4849066497880012,68.7085334229735)
(但恐,22,2.7972170302081194,93.57661870503597)
(小钻风,22,2.70805020110221,302.595817802099)
(更时分,22,2.0794415416798357,439.3632734530938)
(忙忙,22,2.6390573296152584,138.00024112654324)
(今番,22,2.890371757896165,99.49317664238653)
(嘤的,22,2.0794415416798357,62.232798882165206)
(施威,22,2.6094952679903822,369.76004651763793)
(解脱,22,2.833213344056216,84.59934959349593)
(若肯,22,2.772588722239781,65.05423131571469)
(帅众,22,2.772588722239781,115.11331020264497)
(五庄观,22,2.772588722239781,763.289677247266)
(寺院,22,2.3025850929940455,277.48586666666665)
(紧闭,22,2.3025850929940455,591.5396382428941)
(早晚,22,2.3025850929940455,109.28082335643771)
(太监,22,2.5649493574615376,484.74535213653496)
(茶饭,22,2.4849066497880012,222.08129450340508)
(行李马匹,22,2.1972245773362196,95.04676653270005)
(海龙王,22,2.1972245773362196,131.43966744752194)
(礼毕,22,2.4849066497880012,113.05873056636574)
(王父子,22,2.3025850929940455,131.43966744752194)
(风响,22,2.3978952727983707,59.8442604094778)
(适才,22,2.5649493574615376,229.40299823633154)
(几句,22,2.6390573296152584,195.36255333674688)
